State,Year,ConsumptionType,ConsumptionValue
Alaska,1960,Consumption.Commercial.Natural Gas,0
Alaska,1961,Consumption.Commercial.Natural Gas,122
Alaska,1962,Consumption.Commercial.Natural Gas,19
Alaska,1963,Consumption.Commercial.Natural Gas,1632
Alaska,1964,Consumption.Commercial.Natural Gas,1944
Alaska,1965,Consumption.Commercial.Natural Gas,2293
Alaska,1966,Consumption.Commercial.Natural Gas,2562
Alaska,1967,Consumption.Commercial.Natural Gas,2722
Alaska,1968,Consumption.Commercial.Natural Gas,4737
Alaska,1969,Consumption.Commercial.Natural Gas,11073
Alaska,1970,Consumption.Commercial.Natural Gas,12582
Alaska,1971,Consumption.Commercial.Natural Gas,14327
Alaska,1972,Consumption.Commercial.Natural Gas,16088
Alaska,1973,Consumption.Commercial.Natural Gas,12416
Alaska,1974,Consumption.Commercial.Natural Gas,13167
Alaska,1975,Consumption.Commercial.Natural Gas,14483
Alaska,1976,Consumption.Commercial.Natural Gas,14257
Alaska,1977,Consumption.Commercial.Natural Gas,14633
Alaska,1978,Consumption.Commercial.Natural Gas,15189
Alaska,1979,Consumption.Commercial.Natural Gas,15841
Alaska,1980,Consumption.Commercial.Natural Gas,16551
Alaska,1981,Consumption.Commercial.Natural Gas,16209
Alaska,1982,Consumption.Commercial.Natural Gas,24210
Alaska,1983,Consumption.Commercial.Natural Gas,24728
Alaska,1984,Consumption.Commercial.Natural Gas,24690
Alaska,1985,Consumption.Commercial.Natural Gas,20466
Alaska,1986,Consumption.Commercial.Natural Gas,21074
Alaska,1987,Consumption.Commercial.Natural Gas,20415
Alaska,1988,Consumption.Commercial.Natural Gas,20920
Alaska,1989,Consumption.Commercial.Natural Gas,21648
Alaska,1990,Consumption.Commercial.Natural Gas,20451
Alaska,1991,Consumption.Commercial.Natural Gas,20937
Alaska,1992,Consumption.Commercial.Natural Gas,21343
Alaska,1993,Consumption.Commercial.Natural Gas,19872
Alaska,1994,Consumption.Commercial.Natural Gas,20719
Alaska,1995,Consumption.Commercial.Natural Gas,25134
Alaska,1996,Consumption.Commercial.Natural Gas,27017
Alaska,1997,Consumption.Commercial.Natural Gas,26903
Alaska,1998,Consumption.Commercial.Natural Gas,27045
Alaska,1999,Consumption.Commercial.Natural Gas,27662
Alaska,2000,Consumption.Commercial.Natural Gas,27201
Alaska,2001,Consumption.Commercial.Natural Gas,16015
Alaska,2002,Consumption.Commercial.Natural Gas,15747
Alaska,2003,Consumption.Commercial.Natural Gas,17338
Alaska,2004,Consumption.Commercial.Natural Gas,18442
Alaska,2005,Consumption.Commercial.Natural Gas,16968
Alaska,2006,Consumption.Commercial.Natural Gas,18633
Alaska,2007,Consumption.Commercial.Natural Gas,18867
Alaska,2008,Consumption.Commercial.Natural Gas,17128
Alaska,2009,Consumption.Commercial.Natural Gas,16701
Alaska,2010,Consumption.Commercial.Natural Gas,15998
Alaska,2011,Consumption.Commercial.Natural Gas,19647
Alaska,2012,Consumption.Commercial.Natural Gas,20135
Alaska,2013,Consumption.Commercial.Natural Gas,18711
Alaska,2014,Consumption.Commercial.Natural Gas,17942
Alaska,2015,Consumption.Commercial.Natural Gas,18491
Alaska,2016,Consumption.Commercial.Natural Gas,15970
Alaska,2017,Consumption.Commercial.Natural Gas,15355
Alaska,2018,Consumption.Commercial.Natural Gas,14100
Alaska,2019,Consumption.Commercial.Natural Gas,14365
Alabama,1960,Consumption.Commercial.Natural Gas,18098
Alabama,1961,Consumption.Commercial.Natural Gas,27549
Alabama,1962,Consumption.Commercial.Natural Gas,30117
Alabama,1963,Consumption.Commercial.Natural Gas,34017
Alabama,1964,Consumption.Commercial.Natural Gas,35614
Alabama,1965,Consumption.Commercial.Natural Gas,33050
Alabama,1966,Consumption.Commercial.Natural Gas,32672
Alabama,1967,Consumption.Commercial.Natural Gas,31343
Alabama,1968,Consumption.Commercial.Natural Gas,35896
Alabama,1969,Consumption.Commercial.Natural Gas,38505
Alabama,1970,Consumption.Commercial.Natural Gas,37378
Alabama,1971,Consumption.Commercial.Natural Gas,37793
Alabama,1972,Consumption.Commercial.Natural Gas,38548
Alabama,1973,Consumption.Commercial.Natural Gas,34084
Alabama,1974,Consumption.Commercial.Natural Gas,36330
Alabama,1975,Consumption.Commercial.Natural Gas,34406
Alabama,1976,Consumption.Commercial.Natural Gas,35408
Alabama,1977,Consumption.Commercial.Natural Gas,35285
Alabama,1978,Consumption.Commercial.Natural Gas,30528
Alabama,1979,Consumption.Commercial.Natural Gas,37675
Alabama,1980,Consumption.Commercial.Natural Gas,29480
Alabama,1981,Consumption.Commercial.Natural Gas,27810
Alabama,1982,Consumption.Commercial.Natural Gas,27211
Alabama,1983,Consumption.Commercial.Natural Gas,27674
Alabama,1984,Consumption.Commercial.Natural Gas,28473
Alabama,1985,Consumption.Commercial.Natural Gas,26810
Alabama,1986,Consumption.Commercial.Natural Gas,26025
Alabama,1987,Consumption.Commercial.Natural Gas,23119
Alabama,1988,Consumption.Commercial.Natural Gas,26300
Alabama,1989,Consumption.Commercial.Natural Gas,27264
Alabama,1990,Consumption.Commercial.Natural Gas,24992
Alabama,1991,Consumption.Commercial.Natural Gas,24353
Alabama,1992,Consumption.Commercial.Natural Gas,25941
Alabama,1993,Consumption.Commercial.Natural Gas,26499
Alabama,1994,Consumption.Commercial.Natural Gas,26297
Alabama,1995,Consumption.Commercial.Natural Gas,26993
Alabama,1996,Consumption.Commercial.Natural Gas,29961
Alabama,1997,Consumption.Commercial.Natural Gas,33701
Alabama,1998,Consumption.Commercial.Natural Gas,26721
Alabama,1999,Consumption.Commercial.Natural Gas,28570
Alabama,2000,Consumption.Commercial.Natural Gas,26706
Alabama,2001,Consumption.Commercial.Natural Gas,27247
Alabama,2002,Consumption.Commercial.Natural Gas,25745
Alabama,2003,Consumption.Commercial.Natural Gas,26106
Alabama,2004,Consumption.Commercial.Natural Gas,27119
Alabama,2005,Consumption.Commercial.Natural Gas,25791
Alabama,2006,Consumption.Commercial.Natural Gas,25067
Alabama,2007,Consumption.Commercial.Natural Gas,24035
Alabama,2008,Consumption.Commercial.Natural Gas,25793
Alabama,2009,Consumption.Commercial.Natural Gas,24946
Alabama,2010,Consumption.Commercial.Natural Gas,27492
Alabama,2011,Consumption.Commercial.Natural Gas,25555
Alabama,2012,Consumption.Commercial.Natural Gas,21896
Alabama,2013,Consumption.Commercial.Natural Gas,25734
Alabama,2014,Consumption.Commercial.Natural Gas,28124
Alabama,2015,Consumption.Commercial.Natural Gas,25856
Alabama,2016,Consumption.Commercial.Natural Gas,24172
Alabama,2017,Consumption.Commercial.Natural Gas,23558
Alabama,2018,Consumption.Commercial.Natural Gas,27359
Alabama,2019,Consumption.Commercial.Natural Gas,25570
Arkansas,1960,Consumption.Commercial.Natural Gas,17762
Arkansas,1961,Consumption.Commercial.Natural Gas,18457
Arkansas,1962,Consumption.Commercial.Natural Gas,20817
Arkansas,1963,Consumption.Commercial.Natural Gas,22670
Arkansas,1964,Consumption.Commercial.Natural Gas,23990
Arkansas,1965,Consumption.Commercial.Natural Gas,27981
Arkansas,1966,Consumption.Commercial.Natural Gas,32770
Arkansas,1967,Consumption.Commercial.Natural Gas,35330
Arkansas,1968,Consumption.Commercial.Natural Gas,37886
Arkansas,1969,Consumption.Commercial.Natural Gas,39962
Arkansas,1970,Consumption.Commercial.Natural Gas,39326
Arkansas,1971,Consumption.Commercial.Natural Gas,30955
Arkansas,1972,Consumption.Commercial.Natural Gas,32462
Arkansas,1973,Consumption.Commercial.Natural Gas,33720
Arkansas,1974,Consumption.Commercial.Natural Gas,30950
Arkansas,1975,Consumption.Commercial.Natural Gas,33126
Arkansas,1976,Consumption.Commercial.Natural Gas,33872
Arkansas,1977,Consumption.Commercial.Natural Gas,34594
Arkansas,1978,Consumption.Commercial.Natural Gas,34584
Arkansas,1979,Consumption.Commercial.Natural Gas,33969
Arkansas,1980,Consumption.Commercial.Natural Gas,30510
Arkansas,1981,Consumption.Commercial.Natural Gas,28147
Arkansas,1982,Consumption.Commercial.Natural Gas,29344
Arkansas,1983,Consumption.Commercial.Natural Gas,28313
Arkansas,1984,Consumption.Commercial.Natural Gas,29541
Arkansas,1985,Consumption.Commercial.Natural Gas,27179
Arkansas,1986,Consumption.Commercial.Natural Gas,25282
Arkansas,1987,Consumption.Commercial.Natural Gas,24911
Arkansas,1988,Consumption.Commercial.Natural Gas,27642
Arkansas,1989,Consumption.Commercial.Natural Gas,27383
Arkansas,1990,Consumption.Commercial.Natural Gas,25321
Arkansas,1991,Consumption.Commercial.Natural Gas,26417
Arkansas,1992,Consumption.Commercial.Natural Gas,25486
Arkansas,1993,Consumption.Commercial.Natural Gas,29362
Arkansas,1994,Consumption.Commercial.Natural Gas,28004
Arkansas,1995,Consumption.Commercial.Natural Gas,29724
Arkansas,1996,Consumption.Commercial.Natural Gas,31823
Arkansas,1997,Consumption.Commercial.Natural Gas,29852
Arkansas,1998,Consumption.Commercial.Natural Gas,28759
Arkansas,1999,Consumption.Commercial.Natural Gas,28397
Arkansas,2000,Consumption.Commercial.Natural Gas,33806
Arkansas,2001,Consumption.Commercial.Natural Gas,32455
Arkansas,2002,Consumption.Commercial.Natural Gas,33731
Arkansas,2003,Consumption.Commercial.Natural Gas,32721
Arkansas,2004,Consumption.Commercial.Natural Gas,30093
Arkansas,2005,Consumption.Commercial.Natural Gas,31822
Arkansas,2006,Consumption.Commercial.Natural Gas,32252
Arkansas,2007,Consumption.Commercial.Natural Gas,32493
Arkansas,2008,Consumption.Commercial.Natural Gas,37245
Arkansas,2009,Consumption.Commercial.Natural Gas,36792
Arkansas,2010,Consumption.Commercial.Natural Gas,40531
Arkansas,2011,Consumption.Commercial.Natural Gas,40584
Arkansas,2012,Consumption.Commercial.Natural Gas,41851
Arkansas,2013,Consumption.Commercial.Natural Gas,48553
Arkansas,2014,Consumption.Commercial.Natural Gas,51246
Arkansas,2015,Consumption.Commercial.Natural Gas,48248
Arkansas,2016,Consumption.Commercial.Natural Gas,46382
Arkansas,2017,Consumption.Commercial.Natural Gas,48190
Arkansas,2018,Consumption.Commercial.Natural Gas,56224
Arkansas,2019,Consumption.Commercial.Natural Gas,55846
Arizona,1960,Consumption.Commercial.Natural Gas,26171
Arizona,1961,Consumption.Commercial.Natural Gas,14484
Arizona,1962,Consumption.Commercial.Natural Gas,12950
Arizona,1963,Consumption.Commercial.Natural Gas,14308
Arizona,1964,Consumption.Commercial.Natural Gas,24447
Arizona,1965,Consumption.Commercial.Natural Gas,20696
Arizona,1966,Consumption.Commercial.Natural Gas,19313
Arizona,1967,Consumption.Commercial.Natural Gas,24852
Arizona,1968,Consumption.Commercial.Natural Gas,25167
Arizona,1969,Consumption.Commercial.Natural Gas,26363
Arizona,1970,Consumption.Commercial.Natural Gas,24045
Arizona,1971,Consumption.Commercial.Natural Gas,27115
Arizona,1972,Consumption.Commercial.Natural Gas,28339
Arizona,1973,Consumption.Commercial.Natural Gas,33467
Arizona,1974,Consumption.Commercial.Natural Gas,34775
Arizona,1975,Consumption.Commercial.Natural Gas,34256
Arizona,1976,Consumption.Commercial.Natural Gas,38553
Arizona,1977,Consumption.Commercial.Natural Gas,35911
Arizona,1978,Consumption.Commercial.Natural Gas,31504
Arizona,1979,Consumption.Commercial.Natural Gas,28064
Arizona,1980,Consumption.Commercial.Natural Gas,28740
Arizona,1981,Consumption.Commercial.Natural Gas,28209
Arizona,1982,Consumption.Commercial.Natural Gas,27517
Arizona,1983,Consumption.Commercial.Natural Gas,25734
Arizona,1984,Consumption.Commercial.Natural Gas,26472
Arizona,1985,Consumption.Commercial.Natural Gas,26521
Arizona,1986,Consumption.Commercial.Natural Gas,24968
Arizona,1987,Consumption.Commercial.Natural Gas,28681
Arizona,1988,Consumption.Commercial.Natural Gas,29261
Arizona,1989,Consumption.Commercial.Natural Gas,29870
Arizona,1990,Consumption.Commercial.Natural Gas,29319
Arizona,1991,Consumption.Commercial.Natural Gas,28274
Arizona,1992,Consumption.Commercial.Natural Gas,27935
Arizona,1993,Consumption.Commercial.Natural Gas,28345
Arizona,1994,Consumption.Commercial.Natural Gas,30005
Arizona,1995,Consumption.Commercial.Natural Gas,29282
Arizona,1996,Consumption.Commercial.Natural Gas,29280
Arizona,1997,Consumption.Commercial.Natural Gas,30819
Arizona,1998,Consumption.Commercial.Natural Gas,32318
Arizona,1999,Consumption.Commercial.Natural Gas,31801
Arizona,2000,Consumption.Commercial.Natural Gas,32461
Arizona,2001,Consumption.Commercial.Natural Gas,31315
Arizona,2002,Consumption.Commercial.Natural Gas,32258
Arizona,2003,Consumption.Commercial.Natural Gas,32702
Arizona,2004,Consumption.Commercial.Natural Gas,33730
Arizona,2005,Consumption.Commercial.Natural Gas,32632
Arizona,2006,Consumption.Commercial.Natural Gas,33408
Arizona,2007,Consumption.Commercial.Natural Gas,33533
Arizona,2008,Consumption.Commercial.Natural Gas,33368
Arizona,2009,Consumption.Commercial.Natural Gas,32785
Arizona,2010,Consumption.Commercial.Natural Gas,32479
Arizona,2011,Consumption.Commercial.Natural Gas,33057
Arizona,2012,Consumption.Commercial.Natural Gas,32179
Arizona,2013,Consumption.Commercial.Natural Gas,33749
Arizona,2014,Consumption.Commercial.Natural Gas,31439
Arizona,2015,Consumption.Commercial.Natural Gas,31891
Arizona,2016,Consumption.Commercial.Natural Gas,35423
Arizona,2017,Consumption.Commercial.Natural Gas,32649
Arizona,2018,Consumption.Commercial.Natural Gas,33073
Arizona,2019,Consumption.Commercial.Natural Gas,35780
California,1960,Consumption.Commercial.Natural Gas,112672
California,1961,Consumption.Commercial.Natural Gas,116721
California,1962,Consumption.Commercial.Natural Gas,128672
California,1963,Consumption.Commercial.Natural Gas,134124
California,1964,Consumption.Commercial.Natural Gas,152042
California,1965,Consumption.Commercial.Natural Gas,175470
California,1966,Consumption.Commercial.Natural Gas,183263
California,1967,Consumption.Commercial.Natural Gas,197923
California,1968,Consumption.Commercial.Natural Gas,203006
California,1969,Consumption.Commercial.Natural Gas,221134
California,1970,Consumption.Commercial.Natural Gas,221282
California,1971,Consumption.Commercial.Natural Gas,252628
California,1972,Consumption.Commercial.Natural Gas,243328
California,1973,Consumption.Commercial.Natural Gas,244510
California,1974,Consumption.Commercial.Natural Gas,241376
California,1975,Consumption.Commercial.Natural Gas,253678
California,1976,Consumption.Commercial.Natural Gas,231138
California,1977,Consumption.Commercial.Natural Gas,238970
California,1978,Consumption.Commercial.Natural Gas,232861
California,1979,Consumption.Commercial.Natural Gas,270890
California,1980,Consumption.Commercial.Natural Gas,269401
California,1981,Consumption.Commercial.Natural Gas,247379
California,1982,Consumption.Commercial.Natural Gas,247337
California,1983,Consumption.Commercial.Natural Gas,224734
California,1984,Consumption.Commercial.Natural Gas,199093
California,1985,Consumption.Commercial.Natural Gas,212934
California,1986,Consumption.Commercial.Natural Gas,189475
California,1987,Consumption.Commercial.Natural Gas,218444
California,1988,Consumption.Commercial.Natural Gas,255548
California,1989,Consumption.Commercial.Natural Gas,269368
California,1990,Consumption.Commercial.Natural Gas,294207
California,1991,Consumption.Commercial.Natural Gas,295187
California,1992,Consumption.Commercial.Natural Gas,292581
California,1993,Consumption.Commercial.Natural Gas,259816
California,1994,Consumption.Commercial.Natural Gas,267027
California,1995,Consumption.Commercial.Natural Gas,281816
California,1996,Consumption.Commercial.Natural Gas,243122
California,1997,Consumption.Commercial.Natural Gas,258267
California,1998,Consumption.Commercial.Natural Gas,298056
California,1999,Consumption.Commercial.Natural Gas,248298
California,2000,Consumption.Commercial.Natural Gas,235677
California,2001,Consumption.Commercial.Natural Gas,249600
California,2002,Consumption.Commercial.Natural Gas,242898
California,2003,Consumption.Commercial.Natural Gas,237552
California,2004,Consumption.Commercial.Natural Gas,236222
California,2005,Consumption.Commercial.Natural Gas,238473
California,2006,Consumption.Commercial.Natural Gas,250003
California,2007,Consumption.Commercial.Natural Gas,258379
California,2008,Consumption.Commercial.Natural Gas,257986
California,2009,Consumption.Commercial.Natural Gas,254462
California,2010,Consumption.Commercial.Natural Gas,253329
California,2011,Consumption.Commercial.Natural Gas,250867
California,2012,Consumption.Commercial.Natural Gas,258277
California,2013,Consumption.Commercial.Natural Gas,261502
California,2014,Consumption.Commercial.Natural Gas,244411
California,2015,Consumption.Commercial.Natural Gas,244468
California,2016,Consumption.Commercial.Natural Gas,245346
California,2017,Consumption.Commercial.Natural Gas,245783
California,2018,Consumption.Commercial.Natural Gas,256345
California,2019,Consumption.Commercial.Natural Gas,264692
Colorado,1960,Consumption.Commercial.Natural Gas,29495
Colorado,1961,Consumption.Commercial.Natural Gas,31976
Colorado,1962,Consumption.Commercial.Natural Gas,33036
Colorado,1963,Consumption.Commercial.Natural Gas,28737
Colorado,1964,Consumption.Commercial.Natural Gas,34540
Colorado,1965,Consumption.Commercial.Natural Gas,35819
Colorado,1966,Consumption.Commercial.Natural Gas,38330
Colorado,1967,Consumption.Commercial.Natural Gas,36267
Colorado,1968,Consumption.Commercial.Natural Gas,46672
Colorado,1969,Consumption.Commercial.Natural Gas,51577
Colorado,1970,Consumption.Commercial.Natural Gas,57545
Colorado,1971,Consumption.Commercial.Natural Gas,61172
Colorado,1972,Consumption.Commercial.Natural Gas,63166
Colorado,1973,Consumption.Commercial.Natural Gas,68476
Colorado,1974,Consumption.Commercial.Natural Gas,66911
Colorado,1975,Consumption.Commercial.Natural Gas,68336
Colorado,1976,Consumption.Commercial.Natural Gas,68466
Colorado,1977,Consumption.Commercial.Natural Gas,64454
Colorado,1978,Consumption.Commercial.Natural Gas,61534
Colorado,1979,Consumption.Commercial.Natural Gas,65855
Colorado,1980,Consumption.Commercial.Natural Gas,66598
Colorado,1981,Consumption.Commercial.Natural Gas,58636
Colorado,1982,Consumption.Commercial.Natural Gas,67057
Colorado,1983,Consumption.Commercial.Natural Gas,65027
Colorado,1984,Consumption.Commercial.Natural Gas,72056
Colorado,1985,Consumption.Commercial.Natural Gas,68922
Colorado,1986,Consumption.Commercial.Natural Gas,61818
Colorado,1987,Consumption.Commercial.Natural Gas,64385
Colorado,1988,Consumption.Commercial.Natural Gas,68982
Colorado,1989,Consumption.Commercial.Natural Gas,68166
Colorado,1990,Consumption.Commercial.Natural Gas,66489
Colorado,1991,Consumption.Commercial.Natural Gas,70965
Colorado,1992,Consumption.Commercial.Natural Gas,67702
Colorado,1993,Consumption.Commercial.Natural Gas,72293
Colorado,1994,Consumption.Commercial.Natural Gas,65872
Colorado,1995,Consumption.Commercial.Natural Gas,67585
Colorado,1996,Consumption.Commercial.Natural Gas,69960
Colorado,1997,Consumption.Commercial.Natural Gas,69708
Colorado,1998,Consumption.Commercial.Natural Gas,63528
Colorado,1999,Consumption.Commercial.Natural Gas,59367
Colorado,2000,Consumption.Commercial.Natural Gas,60753
Colorado,2001,Consumption.Commercial.Natural Gas,65358
Colorado,2002,Consumption.Commercial.Natural Gas,67429
Colorado,2003,Consumption.Commercial.Natural Gas,63225
Colorado,2004,Consumption.Commercial.Natural Gas,62356
Colorado,2005,Consumption.Commercial.Natural Gas,63809
Colorado,2006,Consumption.Commercial.Natural Gas,61661
Colorado,2007,Consumption.Commercial.Natural Gas,64973
Colorado,2008,Consumption.Commercial.Natural Gas,66817
Colorado,2009,Consumption.Commercial.Natural Gas,63362
Colorado,2010,Consumption.Commercial.Natural Gas,58642
Colorado,2011,Consumption.Commercial.Natural Gas,57579
Colorado,2012,Consumption.Commercial.Natural Gas,53756
Colorado,2013,Consumption.Commercial.Natural Gas,60782
Colorado,2014,Consumption.Commercial.Natural Gas,60625
Colorado,2015,Consumption.Commercial.Natural Gas,56980
Colorado,2016,Consumption.Commercial.Natural Gas,57378
Colorado,2017,Consumption.Commercial.Natural Gas,55874
Colorado,2018,Consumption.Commercial.Natural Gas,59810
Colorado,2019,Consumption.Commercial.Natural Gas,66666
Connecticut,1960,Consumption.Commercial.Natural Gas,3306
Connecticut,1961,Consumption.Commercial.Natural Gas,4225
Connecticut,1962,Consumption.Commercial.Natural Gas,4134
Connecticut,1963,Consumption.Commercial.Natural Gas,5622
Connecticut,1964,Consumption.Commercial.Natural Gas,6342
Connecticut,1965,Consumption.Commercial.Natural Gas,5860
Connecticut,1966,Consumption.Commercial.Natural Gas,7518
Connecticut,1967,Consumption.Commercial.Natural Gas,8279
Connecticut,1968,Consumption.Commercial.Natural Gas,11404
Connecticut,1969,Consumption.Commercial.Natural Gas,12634
Connecticut,1970,Consumption.Commercial.Natural Gas,14732
Connecticut,1971,Consumption.Commercial.Natural Gas,16330
Connecticut,1972,Consumption.Commercial.Natural Gas,17277
Connecticut,1973,Consumption.Commercial.Natural Gas,15651
Connecticut,1974,Consumption.Commercial.Natural Gas,16442
Connecticut,1975,Consumption.Commercial.Natural Gas,16008
Connecticut,1976,Consumption.Commercial.Natural Gas,16828
Connecticut,1977,Consumption.Commercial.Natural Gas,16981
Connecticut,1978,Consumption.Commercial.Natural Gas,17160
Connecticut,1979,Consumption.Commercial.Natural Gas,17027
Connecticut,1980,Consumption.Commercial.Natural Gas,20596
Connecticut,1981,Consumption.Commercial.Natural Gas,23338
Connecticut,1982,Consumption.Commercial.Natural Gas,23749
Connecticut,1983,Consumption.Commercial.Natural Gas,22906
Connecticut,1984,Consumption.Commercial.Natural Gas,25497
Connecticut,1985,Consumption.Commercial.Natural Gas,25327
Connecticut,1986,Consumption.Commercial.Natural Gas,25453
Connecticut,1987,Consumption.Commercial.Natural Gas,28436
Connecticut,1988,Consumption.Commercial.Natural Gas,28288
Connecticut,1989,Consumption.Commercial.Natural Gas,31834
Connecticut,1990,Consumption.Commercial.Natural Gas,30390
Connecticut,1991,Consumption.Commercial.Natural Gas,27671
Connecticut,1992,Consumption.Commercial.Natural Gas,30666
Connecticut,1993,Consumption.Commercial.Natural Gas,32275
Connecticut,1994,Consumption.Commercial.Natural Gas,40302
Connecticut,1995,Consumption.Commercial.Natural Gas,39003
Connecticut,1996,Consumption.Commercial.Natural Gas,40927
Connecticut,1997,Consumption.Commercial.Natural Gas,43814
Connecticut,1998,Consumption.Commercial.Natural Gas,43433
Connecticut,1999,Consumption.Commercial.Natural Gas,48690
Connecticut,2000,Consumption.Commercial.Natural Gas,49855
Connecticut,2001,Consumption.Commercial.Natural Gas,45401
Connecticut,2002,Consumption.Commercial.Natural Gas,41515
Connecticut,2003,Consumption.Commercial.Natural Gas,39774
Connecticut,2004,Consumption.Commercial.Natural Gas,36374
Connecticut,2005,Consumption.Commercial.Natural Gas,36662
Connecticut,2006,Consumption.Commercial.Natural Gas,33524
Connecticut,2007,Consumption.Commercial.Natural Gas,36823
Connecticut,2008,Consumption.Commercial.Natural Gas,38438
Connecticut,2009,Consumption.Commercial.Natural Gas,40656
Connecticut,2010,Consumption.Commercial.Natural Gas,41689
Connecticut,2011,Consumption.Commercial.Natural Gas,46067
Connecticut,2012,Consumption.Commercial.Natural Gas,43677
Connecticut,2013,Consumption.Commercial.Natural Gas,47324
Connecticut,2014,Consumption.Commercial.Natural Gas,52643
Connecticut,2015,Consumption.Commercial.Natural Gas,53855
Connecticut,2016,Consumption.Commercial.Natural Gas,51657
Connecticut,2017,Consumption.Commercial.Natural Gas,54014
Connecticut,2018,Consumption.Commercial.Natural Gas,59939
Connecticut,2019,Consumption.Commercial.Natural Gas,59386
District of Columbia,1960,Consumption.Commercial.Natural Gas,3729
District of Columbia,1961,Consumption.Commercial.Natural Gas,4092
District of Columbia,1962,Consumption.Commercial.Natural Gas,4487
District of Columbia,1963,Consumption.Commercial.Natural Gas,4830
District of Columbia,1964,Consumption.Commercial.Natural Gas,5278
District of Columbia,1965,Consumption.Commercial.Natural Gas,5973
District of Columbia,1966,Consumption.Commercial.Natural Gas,6176
District of Columbia,1967,Consumption.Commercial.Natural Gas,8936
District of Columbia,1968,Consumption.Commercial.Natural Gas,9637
District of Columbia,1969,Consumption.Commercial.Natural Gas,10985
District of Columbia,1970,Consumption.Commercial.Natural Gas,11820
District of Columbia,1971,Consumption.Commercial.Natural Gas,12909
District of Columbia,1972,Consumption.Commercial.Natural Gas,13843
District of Columbia,1973,Consumption.Commercial.Natural Gas,13488
District of Columbia,1974,Consumption.Commercial.Natural Gas,13515
District of Columbia,1975,Consumption.Commercial.Natural Gas,12409
District of Columbia,1976,Consumption.Commercial.Natural Gas,14424
District of Columbia,1977,Consumption.Commercial.Natural Gas,13194
District of Columbia,1978,Consumption.Commercial.Natural Gas,12618
District of Columbia,1979,Consumption.Commercial.Natural Gas,16047
District of Columbia,1980,Consumption.Commercial.Natural Gas,13793
District of Columbia,1981,Consumption.Commercial.Natural Gas,15203
District of Columbia,1982,Consumption.Commercial.Natural Gas,16151
District of Columbia,1983,Consumption.Commercial.Natural Gas,16104
District of Columbia,1984,Consumption.Commercial.Natural Gas,11820
District of Columbia,1985,Consumption.Commercial.Natural Gas,12100
District of Columbia,1986,Consumption.Commercial.Natural Gas,12089
District of Columbia,1987,Consumption.Commercial.Natural Gas,14195
District of Columbia,1988,Consumption.Commercial.Natural Gas,15177
District of Columbia,1989,Consumption.Commercial.Natural Gas,15898
District of Columbia,1990,Consumption.Commercial.Natural Gas,13581
District of Columbia,1991,Consumption.Commercial.Natural Gas,15644
District of Columbia,1992,Consumption.Commercial.Natural Gas,16216
District of Columbia,1993,Consumption.Commercial.Natural Gas,16343
District of Columbia,1994,Consumption.Commercial.Natural Gas,14904
District of Columbia,1995,Consumption.Commercial.Natural Gas,17137
District of Columbia,1996,Consumption.Commercial.Natural Gas,16494
District of Columbia,1997,Consumption.Commercial.Natural Gas,18390
District of Columbia,1998,Consumption.Commercial.Natural Gas,17317
District of Columbia,1999,Consumption.Commercial.Natural Gas,18212
District of Columbia,2000,Consumption.Commercial.Natural Gas,18207
District of Columbia,2001,Consumption.Commercial.Natural Gas,16976
District of Columbia,2002,Consumption.Commercial.Natural Gas,18772
District of Columbia,2003,Consumption.Commercial.Natural Gas,17560
District of Columbia,2004,Consumption.Commercial.Natural Gas,17854
District of Columbia,2005,Consumption.Commercial.Natural Gas,18602
District of Columbia,2006,Consumption.Commercial.Natural Gas,17535
District of Columbia,2007,Consumption.Commercial.Natural Gas,19818
District of Columbia,2008,Consumption.Commercial.Natural Gas,18927
District of Columbia,2009,Consumption.Commercial.Natural Gas,19360
District of Columbia,2010,Consumption.Commercial.Natural Gas,18807
District of Columbia,2011,Consumption.Commercial.Natural Gas,17160
District of Columbia,2012,Consumption.Commercial.Natural Gas,15809
District of Columbia,2013,Consumption.Commercial.Natural Gas,17751
District of Columbia,2014,Consumption.Commercial.Natural Gas,18250
District of Columbia,2015,Consumption.Commercial.Natural Gas,17866
District of Columbia,2016,Consumption.Commercial.Natural Gas,16337
District of Columbia,2017,Consumption.Commercial.Natural Gas,16666
District of Columbia,2018,Consumption.Commercial.Natural Gas,17219
District of Columbia,2019,Consumption.Commercial.Natural Gas,16689
Delaware,1960,Consumption.Commercial.Natural Gas,586
Delaware,1961,Consumption.Commercial.Natural Gas,735
Delaware,1962,Consumption.Commercial.Natural Gas,910
Delaware,1963,Consumption.Commercial.Natural Gas,1037
Delaware,1964,Consumption.Commercial.Natural Gas,1139
Delaware,1965,Consumption.Commercial.Natural Gas,1354
Delaware,1966,Consumption.Commercial.Natural Gas,1607
Delaware,1967,Consumption.Commercial.Natural Gas,2051
Delaware,1968,Consumption.Commercial.Natural Gas,2172
Delaware,1969,Consumption.Commercial.Natural Gas,2632
Delaware,1970,Consumption.Commercial.Natural Gas,2860
Delaware,1971,Consumption.Commercial.Natural Gas,3070
Delaware,1972,Consumption.Commercial.Natural Gas,3267
Delaware,1973,Consumption.Commercial.Natural Gas,3153
Delaware,1974,Consumption.Commercial.Natural Gas,3235
Delaware,1975,Consumption.Commercial.Natural Gas,3008
Delaware,1976,Consumption.Commercial.Natural Gas,3133
